OID_;ORIG_FID;FID_ne_50m_coastline_Tes_SymDiff_Buffer_20KM;FID_ne_50m_coastline_Test_Clip_Buffer20km;FID_ne_50m_coastli_Testmap_ToPoly;Australia_elevation
3012;4;4;-1;38;12
3013;4;4;-1;38;10
3014;4;4;-1;38;14
3015;4;4;-1;38;15
3016;4;4;-1;38;18
3017;4;4;-1;38;15
3018;4;4;-1;38;42
3019;4;4;-1;38;56
3020;4;4;-1;38;33
3021;4;4;-1;38;4
3022;4;4;-1;38;-3
3023;4;4;-1;38;3
3024;4;4;-1;38;2
3025;4;4;-1;38;57
3026;4;4;-1;38;56
3027;4;4;-1;38;43
3028;4;4;-1;38;21
3029;4;4;-1;38;12
3030;4;4;-1;38;11
3031;4;4;-1;38;3
3032;4;4;-1;38;-1
3033;4;4;-1;38;14
3034;4;4;-1;38;14
3035;4;4;-1;38;10
3036;4;4;-1;38;12
3037;4;4;-1;38;33
3038;4;4;-1;38;43
3039;4;4;-1;38;45
3040;4;4;-1;38;2
3041;4;4;-1;38;20
3042;4;4;-1;38;29
3043;4;4;-1;38;64
3044;4;4;-1;38;65
3045;4;4;-1;38;61
3046;4;4;-1;38;10
3047;4;4;-1;38;33
3048;4;4;-1;38;55
3049;4;4;-1;38;56
3050;4;4;-1;38;38
3051;4;4;-1;38;57
3052;4;4;-1;38;29
3053;4;4;-1;38;63
3054;4;4;-1;38;56
3055;4;4;-1;38;2
3056;4;4;-1;38;31
3057;4;4;-1;38;59
3058;4;4;-1;38;103
3059;4;4;-1;38;99
3060;4;4;-1;38;48
3061;4;4;-1;38;11
3062;4;4;-1;38;19
3063;4;4;-1;38;32
3064;4;4;-1;38;18
3065;4;4;-1;38;46
3066;4;4;-1;38;31
3067;4;4;-1;38;21
3068;4;4;-1;38;3
3069;4;4;-1;38;28
3070;4;4;-1;38;22
3071;4;4;-1;38;43
3072;4;4;-1;38;44
3073;4;4;-1;38;37
3074;4;4;-1;38;36
3075;4;4;-1;38;30
3076;4;4;-1;38;93
3077;4;4;-1;38;62
3078;4;4;-1;38;76
3079;4;4;-1;38;105
3080;4;4;-1;38;89
3081;4;4;-1;38;69
3082;4;4;-1;38;73
3083;4;4;-1;38;68
3084;4;4;-1;38;103
3085;4;4;-1;38;71
3086;4;4;-1;38;74
3087;4;4;-1;38;63
3088;4;4;-1;38;76
3089;4;4;-1;38;48
3090;4;4;-1;38;15
3091;4;4;-1;38;10
3092;4;4;-1;38;34
3093;4;4;-1;38;54
3094;4;4;-1;38;58
3095;4;4;-1;38;40
3096;4;4;-1;38;29
3097;4;4;-1;38;30
3098;4;4;-1;38;8
3099;4;4;-1;38;8
3100;4;4;-1;38;34
3101;4;4;-1;38;40
3102;4;4;-1;38;39
3103;4;4;-1;38;44
3104;4;4;-1;38;47
3105;4;4;-1;38;17
3106;4;4;-1;38;6
3107;4;4;-1;38;16
3108;4;4;-1;38;40
3109;4;4;-1;38;42
3110;4;4;-1;38;43
3111;4;4;-1;38;38
3112;4;4;-1;38;32
3113;4;4;-1;38;20
3114;4;4;-1;38;11
3115;4;4;-1;38;19
3116;4;4;-1;38;37
3117;4;4;-1;38;53
3118;4;4;-1;38;47
3119;4;4;-1;38;47
3120;4;4;-1;38;63
3121;4;4;-1;38;116
3122;4;4;-1;38;86
3123;4;4;-1;38;27
3124;4;4;-1;38;14
3125;4;4;-1;38;13
3126;4;4;-1;38;56
3127;4;4;-1;38;38
3128;4;4;-1;38;36
3129;4;4;-1;38;36
3130;4;4;-1;38;33
3131;4;4;-1;38;34
3132;4;4;-1;38;22
3133;4;4;-1;38;45
3134;4;4;-1;38;53
3135;4;4;-1;38;66
3136;4;4;-1;38;199
3137;4;4;-1;38;161
3138;4;4;-1;38;188
3139;4;4;-1;38;111
3140;4;4;-1;38;68
3141;4;4;-1;38;26
3142;4;4;-1;38;65
3143;4;4;-1;38;209
3144;4;4;-1;38;41
3145;4;4;-1;38;57
3146;4;4;-1;38;60
3147;4;4;-1;38;80
3148;4;4;-1;38;99
3149;4;4;-1;38;98
3150;4;4;-1;38;102
3151;4;4;-1;38;114
3152;4;4;-1;38;164
3153;4;4;-1;38;118
3154;4;4;-1;38;144
3155;4;4;-1;38;105
3156;4;4;-1;38;69
3157;4;4;-1;38;64
3158;4;4;-1;38;40
3159;4;4;-1;38;34
3160;4;4;-1;38;44
3161;4;4;-1;38;47
3162;4;4;-1;38;52
3163;4;4;-1;38;46
3164;4;4;-1;38;44
3165;4;4;-1;38;33
