OID_;ORIG_FID;FID_ne_50m_coastline_Tes_SymDiff_Buffer_10KM;FID_ne_50m_coastline_Test_Clip_Bufffer10km;FID_ne_50m_coastli_Testmap_ToPoly;Australia_elevation
3019;10;7;-1;31;49
3020;10;7;-1;31;1
3021;10;7;-1;31;44
3022;10;7;-1;31;119
3023;10;7;-1;31;100
3024;10;7;-1;31;105
3025;10;7;-1;31;63
3026;15;10;-1;38;11
3027;15;10;-1;38;20
3028;15;10;-1;38;31
3029;15;10;-1;38;38
3030;15;10;-1;38;2
3031;15;10;-1;38;15
3032;15;10;-1;38;32
3033;15;10;-1;38;23
3034;15;10;-1;38;0
3035;15;10;-1;38;0
3036;15;10;-1;38;23
3037;15;10;-1;38;29
3038;15;10;-1;38;5
3039;15;10;-1;38;18
3040;15;10;-1;38;22
3041;15;10;-1;38;2
3042;15;10;-1;38;2
3043;15;10;-1;38;4
3044;15;10;-1;38;3
3045;15;10;-1;38;5
3046;15;10;-1;38;15
3047;15;10;-1;38;3
3048;15;10;-1;38;37
3049;15;10;-1;38;17
3050;15;10;-1;38;21
3051;15;10;-1;38;8
3052;15;10;-1;38;1
3053;15;10;-1;38;3
3054;15;10;-1;38;3
3055;15;10;-1;38;0
3056;15;10;-1;38;16
3057;15;10;-1;38;24
3058;15;10;-1;38;29
3059;15;10;-1;38;25
3060;15;10;-1;38;15
3061;15;10;-1;38;20
3062;15;10;-1;38;29
3063;15;10;-1;38;25
3064;15;10;-1;38;28
3065;15;10;-1;38;18
3066;15;10;-1;38;7
3067;15;10;-1;38;10
3068;15;10;-1;38;9
3069;15;10;-1;38;8
3070;15;10;-1;38;11
3071;15;10;-1;38;7
3072;15;10;-1;38;2
3073;15;10;-1;38;12
3074;15;10;-1;38;5
3075;15;10;-1;38;3
3076;15;10;-1;38;5
3077;15;10;-1;38;5
3078;15;10;-1;38;7
3079;15;10;-1;38;6
3080;15;10;-1;38;5
3081;15;10;-1;38;9
3082;15;10;-1;38;7
3083;15;10;-1;38;6
3084;15;10;-1;38;12
3085;15;10;-1;38;13
3086;15;10;-1;38;13
3087;15;10;-1;38;3
3088;15;10;-1;38;3
3089;15;10;-1;38;0
3090;15;10;-1;38;0
3091;15;10;-1;38;2
3092;15;10;-1;38;5
3093;15;10;-1;38;36
3094;15;10;-1;38;55
3095;15;10;-1;38;49
3096;15;10;-1;38;43
3097;15;10;-1;38;50
3098;15;10;-1;38;54
3099;15;10;-1;38;60
3100;15;10;-1;38;46
3101;15;10;-1;38;22
3102;15;10;-1;38;6
3103;15;10;-1;38;9
3104;15;10;-1;38;70
3105;15;10;-1;38;18
3106;15;10;-1;38;0
3107;15;10;-1;38;0
3108;15;10;-1;38;3
3109;15;10;-1;38;12
3110;15;10;-1;38;22
3111;15;10;-1;38;32
3112;15;10;-1;38;38
3113;15;10;-1;38;57
3114;15;10;-1;38;62
3115;15;10;-1;38;99
3116;15;10;-1;38;65
3117;15;10;-1;38;54
3118;15;10;-1;38;390
3119;15;10;-1;38;22
3120;15;10;-1;38;21
3121;15;10;-1;38;30
3122;15;10;-1;38;35
3123;15;10;-1;38;35
3124;15;10;-1;38;48
3125;15;10;-1;38;35
3126;15;10;-1;38;46
3127;15;10;-1;38;31
3128;15;10;-1;38;21
3129;15;10;-1;38;15
3130;15;10;-1;38;20
3131;15;10;-1;38;26
3132;15;10;-1;38;23
3133;15;10;-1;38;31
3134;15;10;-1;38;54
3135;15;10;-1;38;62
3136;15;10;-1;38;66
3137;15;10;-1;38;56
3138;15;10;-1;38;27
3139;15;10;-1;38;16
3140;15;10;-1;38;11
3141;15;10;-1;38;6
3142;15;10;-1;38;5
3143;15;10;-1;38;6
3144;15;10;-1;38;5
3145;15;10;-1;38;25
3146;15;10;-1;38;170
3147;15;10;-1;38;24
3148;15;10;-1;38;106
3149;15;10;-1;38;36
3150;15;10;-1;38;21
3151;15;10;-1;38;98
3152;15;10;-1;38;49
3153;15;10;-1;38;28
3154;11;8;-1;34;37
3155;11;8;-1;34;24
3156;11;8;-1;34;16
3157;11;8;-1;34;13
3158;11;8;-1;34;4
3159;11;8;-1;34;32
3160;11;8;-1;34;21
3161;11;8;-1;34;54
3162;11;8;-1;34;79
3163;11;8;-1;34;5
3164;11;8;-1;34;14
3165;13;9;-1;35;24
3166;13;9;-1;35;82
3167;13;9;-1;35;47
3168;13;9;-1;35;12
3169;13;9;-1;35;60
3170;13;9;-1;35;15
3171;15;10;-1;38;42
3172;15;10;-1;38;0
3173;15;10;-1;38;7
3174;12;10;-1;38;54
3175;13;9;-1;35;50
3176;13;9;-1;35;91
3177;13;9;-1;35;31
3178;13;9;-1;35;50
3179;13;9;-1;35;44
3180;13;9;-1;35;58
3181;13;9;-1;35;79
3182;13;9;-1;35;61
3183;13;9;-1;35;83
3184;13;9;-1;35;42
3185;13;9;-1;35;35
3186;13;9;-1;35;36
3187;13;9;-1;35;67
3188;13;9;-1;35;70
3189;13;9;-1;35;118
3190;13;9;-1;35;94
3191;13;9;-1;35;83
3192;13;9;-1;35;117
3193;13;9;-1;35;59
3194;13;9;-1;35;36
3195;13;9;-1;35;33
3196;13;9;-1;35;44
3197;13;9;-1;35;51
3198;13;9;-1;35;3
3199;13;9;-1;35;5
3200;13;9;-1;35;56
3201;13;9;-1;35;31
3202;13;9;-1;35;42
3203;13;9;-1;35;48
3204;13;9;-1;35;5
3205;13;9;-1;35;26
3206;13;9;-1;35;49
3207;13;9;-1;35;62
3208;13;9;-1;35;22
3209;13;9;-1;35;35
3210;13;9;-1;35;29
3211;13;9;-1;35;54
3212;13;9;-1;35;56
3213;13;9;-1;35;28
3214;14;10;-1;38;36
3215;14;10;-1;38;28
3216;15;10;-1;38;22
3217;15;10;-1;38;5
3218;15;10;-1;38;6
3219;15;10;-1;38;29
3220;15;10;-1;38;22
3221;15;10;-1;38;41
3222;15;10;-1;38;9
3223;15;10;-1;38;0
3224;15;10;-1;38;18
3225;15;10;-1;38;0
3226;15;10;-1;38;5
3227;15;10;-1;38;14
3228;15;10;-1;38;2
3229;15;10;-1;38;39
3230;15;10;-1;38;34
3231;15;10;-1;38;22
3232;15;10;-1;38;13
3233;15;10;-1;38;11
3234;15;10;-1;38;13
3235;15;10;-1;38;32
3236;15;10;-1;38;20
3237;15;10;-1;38;7
3238;15;10;-1;38;7
3239;15;10;-1;38;1
3240;15;10;-1;38;3
3241;15;10;-1;38;5
3242;15;10;-1;38;5
3243;15;10;-1;38;4
3244;15;10;-1;38;4
3245;15;10;-1;38;2
3246;15;10;-1;38;1
3247;15;10;-1;38;4
3248;15;10;-1;38;4
3249;15;10;-1;38;3
3250;15;10;-1;38;15
3251;15;10;-1;38;4
3252;15;10;-1;38;10
3253;15;10;-1;38;5
3254;15;10;-1;38;6
3255;15;10;-1;38;5
3256;15;10;-1;38;5
3257;15;10;-1;38;4
3258;15;10;-1;38;12
3259;15;10;-1;38;2
3260;14;10;-1;38;52
3261;14;10;-1;38;63
3262;14;10;-1;38;47
3263;14;10;-1;38;53
3264;14;10;-1;38;13
3265;14;10;-1;38;67
3266;15;10;-1;38;3
3267;15;10;-1;38;2
3268;15;10;-1;38;0
3269;15;10;-1;38;3
3270;15;10;-1;38;14
3271;15;10;-1;38;4
3272;15;10;-1;38;6
3273;15;10;-1;38;22
3274;15;10;-1;38;27
3275;15;10;-1;38;37
3276;15;10;-1;38;43
3277;15;10;-1;38;4
3278;15;10;-1;38;5
3279;15;10;-1;38;2
3280;15;10;-1;38;30
3281;15;10;-1;38;16
3282;15;10;-1;38;5
3283;15;10;-1;38;9
3284;15;10;-1;38;6
3285;15;10;-1;38;5
3286;15;10;-1;38;4
3287;15;10;-1;38;11
3288;15;10;-1;38;2
3289;15;10;-1;38;5
3290;15;10;-1;38;16
3291;15;10;-1;38;16
3292;15;10;-1;38;52
3293;15;10;-1;38;36
3294;15;10;-1;38;28
3295;15;10;-1;38;15
3296;15;10;-1;38;12
3297;15;10;-1;38;18
3298;15;10;-1;38;19
3299;15;10;-1;38;19
3300;15;10;-1;38;17
3301;15;10;-1;38;9
3302;15;10;-1;38;31
3303;15;10;-1;38;45
3304;15;10;-1;38;28
3305;15;10;-1;38;38
3306;15;10;-1;38;31
3307;15;10;-1;38;35
3308;15;10;-1;38;27
3309;15;10;-1;38;36
3310;15;10;-1;38;0
3311;15;10;-1;38;13
3312;15;10;-1;38;55
3313;15;10;-1;38;47
3314;15;10;-1;38;34
3315;15;10;-1;38;2
3316;15;10;-1;38;1
3317;15;10;-1;38;19
3318;15;10;-1;38;0
3319;15;10;-1;38;5
3320;15;10;-1;38;22
3321;15;10;-1;38;20
3322;15;10;-1;38;31
3323;15;10;-1;38;38
3324;15;10;-1;38;30
3325;15;10;-1;38;0
3326;15;10;-1;38;42
3327;15;10;-1;38;43
3328;15;10;-1;38;24
3329;15;10;-1;38;14
3330;15;10;-1;38;3
3331;15;10;-1;38;2
3332;15;10;-1;38;1
3333;15;10;-1;38;-1
3334;15;10;-1;38;-1
3335;15;10;-1;38;6
3336;15;10;-1;38;0
3337;15;10;-1;38;10
3338;15;10;-1;38;1
3339;15;10;-1;38;2
3340;15;10;-1;38;1
3341;15;10;-1;38;3
3342;15;10;-1;38;20
3343;15;10;-1;38;4
3344;15;10;-1;38;0
3345;15;10;-1;38;13
3346;15;10;-1;38;0
3347;15;10;-1;38;19
3348;15;10;-1;38;-1
3349;15;10;-1;38;2
3350;15;10;-1;38;0
3351;15;10;-1;38;6
3352;15;10;-1;38;20
3353;15;10;-1;38;9
3354;15;10;-1;38;10
3355;15;10;-1;38;9
3356;15;10;-1;38;23
3357;15;10;-1;38;4
3358;15;10;-1;38;-2
3359;15;10;-1;38;42
3360;15;10;-1;38;0
3361;15;10;-1;38;6
3362;15;10;-1;38;16
3363;15;10;-1;38;74
3364;15;10;-1;38;36
3365;15;10;-1;38;28
3366;15;10;-1;38;4
3367;15;10;-1;38;35
3368;15;10;-1;38;5
3369;15;10;-1;38;3
3370;15;10;-1;38;5
3371;15;10;-1;38;0
3372;15;10;-1;38;30
3373;15;10;-1;38;20
3374;15;10;-1;38;9
3375;15;10;-1;38;1
3376;15;10;-1;38;19
3377;15;10;-1;38;33
3378;15;10;-1;38;16
3379;15;10;-1;38;4
3380;15;10;-1;38;2
3381;15;10;-1;38;48
3382;15;10;-1;38;5
3383;15;10;-1;38;7
3384;15;10;-1;38;2
3385;15;10;-1;38;20
3386;15;10;-1;38;46
3387;15;10;-1;38;4
3388;15;10;-1;38;23
3389;15;10;-1;38;42
3390;15;10;-1;38;23
3391;15;10;-1;38;20
3392;15;10;-1;38;26
3393;15;10;-1;38;9
3394;15;10;-1;38;11
3395;15;10;-1;38;34
3396;15;10;-1;38;24
3397;15;10;-1;38;46
3398;15;10;-1;38;64
3399;15;10;-1;38;50
3400;15;10;-1;38;23
3401;15;10;-1;38;6
3402;15;10;-1;38;43
3403;15;10;-1;38;74
3404;15;10;-1;38;62
3405;15;10;-1;38;26
3406;15;10;-1;38;20
3407;15;10;-1;38;25
3408;15;10;-1;38;12
3409;15;10;-1;38;16
3410;15;10;-1;38;39
3411;15;10;-1;38;12
3412;15;10;-1;38;44
3413;15;10;-1;38;33
3414;15;10;-1;38;3
3415;15;10;-1;38;31
3416;15;10;-1;38;39
3417;15;10;-1;38;24
3418;15;10;-1;38;28
3419;15;10;-1;38;15
3420;15;10;-1;38;15
3421;15;10;-1;38;18
3422;15;10;-1;38;15
3423;15;10;-1;38;17
3424;15;10;-1;38;22
3425;15;10;-1;38;19
3426;15;10;-1;38;17
3427;15;10;-1;38;9
3428;15;10;-1;38;33
3429;15;10;-1;38;30
3430;15;10;-1;38;29
3431;15;10;-1;38;5
3432;15;10;-1;38;14
3433;15;10;-1;38;26
3434;15;10;-1;38;25
3435;15;10;-1;38;9
3436;15;10;-1;38;7
3437;15;10;-1;38;10
3438;15;10;-1;38;12
3439;15;10;-1;38;11
3440;15;10;-1;38;13
3441;15;10;-1;38;6
3442;15;10;-1;38;11
3443;15;10;-1;38;17
3444;15;10;-1;38;21
3445;15;10;-1;38;18
3446;15;10;-1;38;57
3447;15;10;-1;38;49
3448;15;10;-1;38;41
3449;15;10;-1;38;19
3450;15;10;-1;38;12
3451;15;10;-1;38;40
3452;15;10;-1;38;60
3453;15;10;-1;38;76
3454;15;10;-1;38;67
3455;15;10;-1;38;21
3456;15;10;-1;38;25
3457;15;10;-1;38;78
3458;15;10;-1;38;88
3459;15;10;-1;38;72
3460;15;10;-1;38;84
3461;15;10;-1;38;81
3462;15;10;-1;38;38
3463;15;10;-1;38;71
3464;15;10;-1;38;49
3465;15;10;-1;38;22
3466;15;10;-1;38;47
3467;15;10;-1;38;25
3468;15;10;-1;38;66
3469;15;10;-1;38;72
3470;15;10;-1;38;89
3471;15;10;-1;38;69
3472;15;10;-1;38;87
3473;15;10;-1;38;80
3474;15;10;-1;38;104
3475;15;10;-1;38;106
3476;15;10;-1;38;62
3477;15;10;-1;38;43
3478;15;10;-1;38;35
3479;15;10;-1;38;27
3480;15;10;-1;38;56
3481;15;10;-1;38;61
3482;15;10;-1;38;74
3483;15;10;-1;38;21
3484;15;10;-1;38;18
3485;15;10;-1;38;10
3486;15;10;-1;38;15
3487;15;10;-1;38;29
3488;15;10;-1;38;20
3489;15;10;-1;38;12
3490;15;10;-1;38;11
3491;15;10;-1;38;12
3492;15;10;-1;38;9
3493;15;10;-1;38;11
3494;15;10;-1;38;31
3495;15;10;-1;38;65
3496;15;10;-1;38;14
3497;15;10;-1;38;12
3498;15;10;-1;38;2
3499;15;10;-1;38;5
3500;15;10;-1;38;25
3501;15;10;-1;38;45
3502;15;10;-1;38;16
